1462976745,78
1462976746,76
1462976748,92
1462976749,84
1462976750,97
1462976751,101
1462976752,92
1462976753,78
1462976754,88
1462976755,75
1462976756,96
1462976757,103
1462976758,93
1462976759,75
1462976760,102
1462976761,97
1462976762,92
1462976763,101
1462976764,87
1462976765,83
1462976766,100
1462976767,82
1462976768,93
1462976769,86
1462976770,91
1462976771,89
1462976772,83
1462976773,101
1462976774,87
1462976775,73
1462976776,101
1462976777,98
1462976778,98
1462976779,75
1462976780,78
1462976781,77
1462976782,82
1462976783,76
1462976784,89
1462976785,100
1462976786,84
1462976787,73
1462976788,77
1462976789,86
1462976790,94
1462976791,85
1462976792,78
1462976793,77
1462976794,101
1462976795,90
1462976796,99
1462976797,86
1462976798,78
1462976799,101
1462976800,89
1462976801,82
1462976802,102
1462976803,90
1462976804,98
1462976805,85
1462976806,97
1462976807,103
1462976808,79
1462976809,100
1462976810,97
1462976811,76
1462976812,103
1462976813,91
1462976814,94
1462976815,78
1462976816,91
1462976817,87
1462976819,94
1462976820,77
1462976821,94
1462976822,88
1462976823,89
1462976824,82
1462976825,94
1462976826,90
1462976827,88
1462976828,86
1462976829,97
1462976830,76
1462976831,96
1462976832,99
1462976833,90
1462976834,84
1462976835,80
1462976836,73
1462976837,73
1462976838,73
1462976839,77
1462976840,86
1462976841,96
1462976842,79
1462976843,97
1462976844,98
1462976845,92
1462976846,90
1462976847,80
1462976848,81
1462976849,89
1462976850,102
1462976851,77
1462976852,86
1462976853,75
1462976854,88
1462976855,90
1462976856,79
1462976857,103
1462976858,74
1462976859,103
1462976860,85
1462976861,80
1462976862,85
1462976863,100
1462976864,94
1462976865,93
1462976866,100
1462976867,74
1462976868,96
1462976869,90
1462976870,75
1462976871,85
1462976872,74
1462976873,73
1462976874,83
1462976875,73
1462976876,97
1462976877,92
1462976878,90
1462976879,87
1462976880,90
1462976881,98
1462976882,95
1462976883,88
1462976884,73
1462976885,75
1462976886,80
1462976887,80
1462976888,82
1462976889,102
1462976890,99
1462976891,95
1462976892,94
1462976894,93
1462976895,89
1462976896,76
1462976897,83
1462976898,85
1462976899,91
1462976900,77
1462976901,83
1462976902,73
1462976903,99
1462976904,83
1462976905,87
1462976906,80
1462976907,75
1462976908,96
1462976909,92
1462976910,97
1462976911,75
1462976912,90
1462976913,97
1462976914,81
1462976915,81
1462976916,75
1462976917,100
1462976918,75
1462976919,78
1462976920,81
1462976921,96
1462976922,91
1462976923,86
1462976924,78
1462976925,84
1462976926,88
1462976927,86
1462976928,98
1462976929,94
1462976930,81
1462976931,90
1462976932,103
1462976933,78
1462976934,74
1462976935,77
1462976936,103
1462976937,103
1462976938,91
1462976939,100
1462976940,89
1462976941,88
1462976942,92
1462976943,81
1462976944,99
1462976945,99
1462976946,90
1462976947,73
1462976948,96
1462976949,78
1462976950,82
1462976951,85
1462976952,98
1462976953,79
1462976954,78
1462976955,86
1462976956,75
1462976957,103
1462976958,73
1462976959,75
1462976960,85
1462976961,86
1462976962,77
1462976963,90
1462976964,82
1462976965,80
1462976966,93
1462976967,82
1462976968,100
1462976969,85
1462976970,101
1462976971,78
1462976972,86
1462976973,95
1462976974,94
1462976975,79
1462976976,87
1462976977,84
1462976978,86
1462976979,100
1462976980,73
1462976981,101
1462976982,101
1462976983,75
1462976984,92
1462976986,88
1462976987,77
1462976988,81
1462976989,77
1462976990,101
1462976991,76
1462976992,96
1462976993,73
1462976994,86
1462976995,85
1462976996,100
1462976997,75
1462976998,86
1462976999,81
1462977000,86
1462977001,73
1462977002,92
1462977003,77
1462977004,74
1462977005,93
1462977006,83
1462977007,99
1462977008,81
1462977009,97
1462977010,99
1462977011,86
1462977012,97
1462977013,98
1462977014,88
1462977015,91
1462977016,98
1462977017,84
1462977018,90
1462977019,82
1462977020,94
1462977021,77
1462977022,87
1462977023,81
1462977024,102
1462977025,91
1462977026,74
1462977027,80
1462977028,100
1462977029,91
1462977030,80
1462977031,93
1462977032,81
1462977033,76
1462977034,99
1462977035,86
1462977036,76
1462977037,94
1462977038,76
1462977039,96
1462977040,103
1462977041,80
1462977042,103
1462977043,84
1462977044,88
1462977045,91
1462977046,95
1462977047,74
1462977048,89
1462977049,88
1462977050,96
1462977051,94
1462977052,85
1462977053,98
1462977054,77
1462977055,73
1462977056,80
1462977057,81
1462977058,73
1462977059,88
1462977060,103
1462977061,74
1462977062,97
1462977063,102
1462977064,75
1462977065,103
1462977066,74
1462977067,97
1462977068,93
1462977069,101
1462977070,81
1462977071,90
1462977072,77
1462977073,83
1462977074,102
1462977075,98
1462977076,100
1462977077,79
1462977078,83
1462977080,87
1462977081,95
1462977082,95
1462977083,84
1462977084,77
1462977085,78
1462977086,78
1462977087,88
1462977088,101
1462977089,95
1462977090,76
1462977091,75
1462977092,101
1462977093,98
1462977094,99
1462977095,89
1462977096,93
1462977097,87
1462977098,81
1462977099,86
1462977100,81
1462977101,95
1462977102,82
1462977103,85
1462977104,99
1462977105,96
1462977106,96
1462977107,102
1462977108,92
1462977109,98
1462977110,92
1462977111,86
1462977112,73
1462977113,73
1462977114,78
1462977115,90
1462977116,91
1462977117,102
1462977118,98
1462977119,90
1462977120,95
1462977121,78
1462977122,76
1462977123,83
