1462939857,Lying,98,32.64
1462939858,Lying,89,32.64
1462939859,Lying,102,32.64
1462939860,Lying,72,32.64
1462939861,Lying,81,32.64
1462939862,Lying,83,32.64
1462939863,Lying,101,32.64
1462939864,Lying,84,32.64
1462939865,Lying,77,32.64
1462939866,Lying,92,32.64
1462939867,Lying,97,32.64
1462939879,Lying,84,32.64
1462939880,Lying,72,32.64
1462939881,Lying,97,32.64
1462939882,Lying,81,32.64
1462939883,Lying,75,32.64
1462939884,Lying,86,32.64
1462939885,Lying,100,32.64
1462939886,Lying,93,32.64
1462939887,Lying,86,32.64
1462939888,Lying,92,32.64
1462939889,Lying,89,32.64
1462939890,Lying,101,32.64
1462939900,Lying,89,32.64
1462939901,Lying,94,32.64
1462939902,Lying,94,32.64
1462939903,Lying,93,32.64
1462939904,Lying,97,32.64
1462939905,Lying,88,32.64
1462939906,Lying,97,32.64
1462939907,Lying,98,32.64
1462939908,Lying,78,32.64
1462939909,Lying,100,32.64
1462939910,Lying,93,32.64
1462939911,Lying,83,32.64
1462939912,Lying,96,32.64
1462939926,Lying,97,32.64
1462939927,Lying,82,32.64
1462939928,Lying,72,32.64
1462939929,Lying,79,32.64
1462939930,Lying,77,32.64
1462939931,Lying,72,32.64
1462939932,Lying,78,32.64
1462939933,Lying,90,32.64
1462939934,Lying,72,32.64
1462939935,Lying,83,32.64
1462939936,Lying,80,32.64
1462939937,Lying,83,32.64
1462939947,Lying,101,32.64
1462939948,Lying,94,32.64
1462939949,Lying,94,32.64
1462939950,Lying,83,32.64
1462939951,Lying,94,32.64
1462939952,Lying,94,32.64
1462939953,Lying,81,32.64
1462939954,Lying,83,32.64
1462939959,Lying,72,32.64
1462939960,Lying,72,32.64
1462939961,Lying,74,32.64
1462939962,Lying,86,32.64
1462939974,Lying,75,32.64
1462939975,Lying,99,32.64
1462939976,Lying,78,32.64
1462939977,Lying,80,32.64
1462939978,Transitioning,95,32.64
1462939979,Walking,87,32.64
1462939980,Walking,93,32.64
1462939981,Walking,99,32.64
1462939982,Walking,74,32.64
1462939983,Walking,92,32.64
1462939984,Walking,101,32.64
1462939985,Walking,78,32.64
1462939998,Walking,82,32.48
1462939999,Walking,77,32.48
1462940000,Transitioning,87,32.64
1462940001,Transitioning,82,32.48
1462940002,Lying,84,32.48
1462940003,Lying,75,32.64
1462940004,Lying,85,32.48
1462940005,Lying,84,32.64
1462940006,Lying,82,32.48
1462940007,Lying,92,32.48
1462940008,Lying,78,32.48
1462940009,Lying,94,32.48
1462940023,Transitioning,101,32.48
1462940024,Lying,92,32.48
1462940025,Lying,88,32.48
1462940026,Lying,80,32.48
1462940027,Lying,96,32.48
1462940028,Lying,74,32.48
1462940029,Lying,93,32.48
1462940030,Lying,72,32.48
1462940031,Lying,85,32.48
1462940032,Lying,97,32.48
1462940033,Lying,86,32.48
1462940034,Lying,76,32.48
1462940040,Lying,96,32.48
1462940041,Lying,87,32.48
1462940042,Lying,81,32.48
1462940043,Lying,82,32.48
1462940044,Lying,81,32.48
1462940045,Lying,75,32.48
1462940046,Lying,80,32.48
1462940047,Lying,102,32.48
1462940048,Lying,86,32.48
1462940049,Lying,95,32.48
1462940050,Lying,77,32.48
1462940051,Lying,81,32.48
1462940085,Lying,72,32.48
1462940086,Lying,97,32.48
1462940087,Lying,94,32.48
1462940088,Lying,96,32.48
1462940089,Lying,101,32.48
1462940090,Lying,88,32.48
1462940091,Lying,98,32.32
1462940092,Lying,88,32.48
1462940093,Lying,91,32.48
1462940094,Lying,87,32.48
1462940095,Lying,102,32.48
1462940096,Lying,74,32.48
1462940109,Lying,75,32.48
1462940110,Transitioning,78,32.48
1462940111,Sitting,91,32.48
1462940112,Sitting,92,32.48
1462940113,Sitting,102,32.48
1462940114,Sitting,74,32.48
1462940115,Sitting,90,32.48
1462940116,Sitting,80,32.48
1462940117,Sitting,76,32.48
1462940118,Sitting,92,32.48
1462940119,Sitting,102,32.48
1462940120,Transitioning,76,32.48
1462940127,Transitioning,78,32.48
1462940128,Lying,74,32.48
1462940129,Lying,78,32.48
1462940130,Lying,94,32.48
1462940131,Lying,73,32.48
1462940132,Lying,93,32.48
1462940133,Lying,100,32.48
1462940134,Lying,87,32.48
1462940135,Lying,80,32.48
1462940136,Lying,90,32.48
1462940137,Lying,102,32.48
1462940138,Lying,86,32.48
1462940151,Lying,97,32.48
1462940152,Lying,72,32.48
1462940153,Transitioning,89,32.48
1462940172,Lying,83,32.48
1462940173,Lying,88,32.48
1462940174,Lying,96,32.48
1462940175,Lying,76,32.48
1462940176,Lying,98,32.48
1462940177,Lying,85,32.48
1462940178,Lying,81,32.48
1462940179,Lying,73,32.48
1462940180,Lying,78,32.48
1462940181,Lying,76,32.48
1462940182,Transitioning,80,32.48
1462940183,Walking,78,32.48
1462940196,Walking,83,32.48
1462940197,Sitting,96,32.48
1462940198,Sitting,79,32.64
1462940199,Sitting,80,32.48
1462940200,Sitting,91,32.64
1462940201,Sitting,80,32.48
1462940202,Sitting,72,32.48
1462940203,Sitting,79,32.48
1462940204,Sitting,94,32.64
1462940205,Sitting,99,32.48
1462940206,Sitting,75,32.48
1462940207,Walking,79,32.64
1462940216,Walking,83,32.48
1462940217,Lying,90,32.48
1462940218,Lying,82,32.48
1462940219,Lying,79,32.48
